Year,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Avg_Time,1925.5,1871.0,1946.0,2112.0,1982.5,1940.5,1842.5,2116.0,1742.5,2094.0,2073.5,2036.0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
